지역코드,법정동,단지명,전용면적,거래금액(만원),건축년도,계약일,층
47290,중산동,펜타힐즈더샵2차,84.9515,"66,000",2018,2021-01-16,20
47290,진량읍 황제리,창신황제타운,59.91,"5,600",1996,2021-01-25,15
47290,진량읍 선화리,경산선화청구타운,59.91,"7,600",1997,2021-01-25,5
47290,조영동,강산애아파트,84.5694,"18,000",2004,2021-01-17,3
47290,진량읍 선화리,경산1차윤성,40.58,"3,450",1995,2021-01-22,4
47290,정평동,현대,74.96,"15,400",1992,2021-01-23,15
47290,사정동,옥산삼산타운,84.98,"19,000",1995,2021-01-09,7
47290,사동,경산사동사랑으로부영6차,84.9863,"25,500",2013,2021-01-19,16
47290,사동,창신백조1,44.325,"5,500",1990,2021-01-21,4
47290,압량읍 인안리,윤성3차,59.94,"6,050",1996,2021-01-19,4
47290,옥곡동,부영조은마을(1단지),59.987,"13,600",2004,2021-01-23,8
47290,삼풍동,태왕드림하이츠,73.444,"18,500",2001,2021-01-23,16
47290,사동,초원파크,59.95,"6,800",1991,2021-01-15,9
47290,하양읍 금락리,하양금락우방(4차),84.97,"18,100",1997,2021-01-17,7
47290,중산동,옥산태왕ㆍ한라타운,59.99,"14,700",1996,2021-01-06,12
47290,사동,동산,59.9,"6,800",1991,2021-01-15,2
47290,진량읍 선화리,경산1차윤성,40.58,"3,800",1995,2021-01-21,10
47290,압량읍 신대리,경산한신휴플러스아파트,84.9175,"28,800",2016,2021-01-21,18
47290,백천동,경산 삼도뷰엔빌W,84.9688,"30,700",2018,2021-01-04,5
47290,진량읍 선화리,경산1차윤성,40.58,"3,300",1995,2021-01-19,18
47290,진량읍 황제리,창신황제타운,50.18,"4,950",1996,2021-01-08,1
47290,백천동,경산 삼도뷰엔빌W,70.9683,"26,400",2018,2021-01-22,16
47290,백천동,경산 삼도뷰엔빌W,84.9688,"30,300",2018,2021-01-14,7
47290,압량읍 인안리,윤성3차,59.94,"6,100",1996,2021-01-21,10
47290,백천동,경산 삼도뷰엔빌W,70.9683,"26,900",2018,2021-01-07,10
47290,옥산동,우방타운,102.7,"20,000",1993,2021-01-06,5
47290,사동,사동2지구화성파크드림,104.2724,"34,000",2010,2021-01-03,12
47290,중방동,중방e-편한세상1단지,121.929,"52,700",2010,2021-01-04,14
47290,하양읍 금락리,하양평광아파트,59.95,"13,500",1998,2021-01-07,4
47290,압량읍 신대리,경산한신휴플러스아파트,84.9175,"27,500",2016,2021-01-15,6
47290,조영동,강산애아파트,84.5694,"17,700",2004,2021-01-17,1
47290,진량읍 봉회리,경산2차삼주봉황타운,59.26,"8,200",1996,2021-01-16,18
47290,사동,부영(5차)그린마을,84.9751,"16,800",2003,2021-01-09,11
