법정동,단지명,전용면적,거래금액(만원),건축년도,계약일,층,역이름,시기
잠실동,리센츠,27.68,60000,2008,2015-08-31,17,석촌역,개통 전
풍납동,현대1,83.02,57500,1995,2015-08-21,19,석촌역,개통 전
가락동,극동,149.74,78500,1984,2015-08-04,3,석촌역,개통 전
잠실동,잠실엘스,84.8,98000,2008,2015-08-12,7,석촌역,개통 전
잠실동,리센츠,84.99,109000,2008,2015-08-26,24,석촌역,개통 전
송파동,가락삼익맨숀,84.828,60000,1984,2015-08-26,10,석촌역,개통 전
신천동,미성,75.09,83000,1980,2015-08-27,1,석촌역,개통 전
송파동,한양아파트,137.28,79000,1983,2015-08-26,3,석촌역,개통 전
잠실동,리센츠,84.99,101000,2008,2015-08-31,12,석촌역,개통 전
송파동,래미안송파파인탑,71.58,72300,2012,2015-08-31,17,석촌역,개통 전
신천동,장미2,71.2,71800,1979,2015-08-31,11,석촌역,개통 전
방이동,올림픽선수기자촌2단지,83.06,82000,1988,2015-08-08,3,석촌역,개통 전
잠실동,주공아파트 5단지,76.5,113800,1978,2015-08-30,15,석촌역,개통 전
마천동,마천동금호타운1,59.93,34700,1998,2015-08-22,17,석촌역,개통 전
가락동,가락(1차)쌍용아파트,59.92,45500,1997,2015-08-30,4,석촌역,개통 전
가락동,가락금호아파트,85.0,60000,1997,2015-08-26,20,석촌역,개통 전
오금동,영풍,59.76,30300,1998,2015-08-28,6,석촌역,개통 전
가락동,가락미륭아파트,60.72,42000,1986,2015-08-21,13,석촌역,개통 전
풍납동,한강극동,84.76,50500,1995,2015-08-11,10,석촌역,개통 전
풍납동,신성노바빌아파트,59.78,35700,2000,2015-08-27,7,석촌역,개통 전
거여동,쌍용스윗닷홈2차,104.04,53500,2006,2015-08-29,11,석촌역,개통 전
문정동,문정대우푸르지오3차,84.96,47600,2002,2015-08-24,1,석촌역,개통 전
마천동,아남,70.42,36000,1992,2015-08-27,10,석촌역,개통 전
신천동,진주,81.88,85000,1980,2015-08-21,1,석촌역,개통 전
신천동,장미1,99.0,86900,1979,2015-08-15,4,석촌역,개통 전
석촌동,잠실한솔,59.86,50900,2000,2015-08-29,10,석촌역,개통 전
문정동,문정시영,46.26,28500,1989,2015-08-23,1,석촌역,개통 전
송파동,가락삼익맨숀,84.828,60700,1984,2015-08-26,6,석촌역,개통 전
풍납동,현대리버빌1지구,58.13,42000,1999,2015-08-28,10,석촌역,개통 전
오금동,상아2차아파트,60.0,40500,1988,2015-08-25,8,석촌역,개통 전
잠실동,트리지움,84.83,92500,2007,2015-08-26,6,석촌역,개통 전
신천동,파크리오,84.97,90000,2008,2015-08-31,4,석촌역,개통 전
가락동,시영2,50.12,79900,1982,2015-08-27,1,석촌역,개통 전
문정동,올림픽훼밀리타운,84.751,80000,1988,2015-08-31,14,석촌역,개통 전
신천동,파크리오,59.95,72200,2008,2015-08-22,19,석촌역,개통 전
풍납동,쌍용,84.85,52000,1994,2015-08-24,1,석촌역,개통 전
신천동,파크리오,84.9,80300,2008,2015-08-25,6,석촌역,개통 전
잠실동,잠실엘스,119.93,146500,2008,2015-08-29,18,석촌역,개통 전
신천동,파크리오,144.77,134500,2008,2015-08-17,5,석촌역,개통 전
잠실동,잠실엘스,84.8,101000,2008,2015-08-20,5,석촌역,개통 전
거여동,현대2차,82.96,44000,1992,2015-08-12,6,석촌역,개통 전
마천동,송파파크데일2단지,84.86,50800,2011,2015-08-21,15,석촌역,개통 전
풍납동,동아한가람1,59.98,40500,1995,2015-08-27,5,석촌역,개통 전
문정동,문정대우푸르지오1차,84.86,58800,1999,2015-08-31,15,석촌역,개통 전
마천동,신동아,84.71,40500,2001,2015-08-21,17,석촌역,개통 전
잠실동,트리지움,59.88,80000,2007,2015-08-31,6,석촌역,개통 전
가락동,래미안파크팰리스,84.885,72000,2007,2015-08-28,1,석촌역,개통 전
가락동,가락금호아파트,85.0,63000,1997,2015-08-18,22,석촌역,개통 전
오금동,현대백조,31.0,19500,1997,2015-08-29,7,석촌역,개통 전
신천동,파크리오,84.97,89500,2008,2015-08-17,5,석촌역,개통 전
신천동,파크리오,84.9,89000,2008,2015-08-29,24,석촌역,개통 전
신천동,파크리오,84.79,89700,2008,2015-08-24,3,석촌역,개통 전
신천동,파크리오,84.9,87500,2008,2015-08-19,16,석촌역,개통 전
거여동,거여5단지,59.74,42000,1997,2015-08-21,6,석촌역,개통 전
풍납동,현대1,71.17,50500,1995,2015-08-29,18,석촌역,개통 전
신천동,파크리오,59.95,75000,2008,2015-08-26,5,석촌역,개통 전
방이동,올림픽선수기자촌1단지,121.23,126000,1988,2015-08-14,7,석촌역,개통 전
잠실동,잠실엘스,84.8,94700,2008,2015-08-29,4,석촌역,개통 전
잠실동,리센츠,84.99,95000,2008,2015-08-31,3,석촌역,개통 전
방이동,올림픽선수기자촌2단지,100.82,105000,1988,2015-08-27,10,석촌역,개통 전
방이동,올림픽선수기자촌2단지,163.44,139000,1988,2015-08-14,15,석촌역,개통 전
삼전동,동원아이파크,75.42,39000,2005,2015-08-22,4,석촌역,개통 전
가락동,가락금호아파트,85.0,59500,1997,2015-08-20,22,석촌역,개통 전
거여동,현대2차,82.96,45000,1992,2015-08-24,7,석촌역,개통 전
가락동,시영1,45.12,77149,1980,2015-08-15,2,석촌역,개통 전
신천동,진주,59.47,69300,1980,2015-08-21,10,석촌역,개통 전
신천동,장미2,71.2,70000,1979,2015-08-17,2,석촌역,개통 전
오금동,광남캐스빌,84.44,34000,2009,2015-08-15,6,석촌역,개통 전
가락동,래미안파크팰리스,84.924,80000,2007,2015-08-19,19,석촌역,개통 전
송파동,호수임광,56.6,45200,1995,2015-08-26,8,석촌역,개통 전
거여동,거여1단지,49.8,33000,1997,2015-08-18,2,석촌역,개통 전
마천동,신동아,84.71,42000,2001,2015-08-29,9,석촌역,개통 전
문정동,현대(62-5),81.43,44500,1993,2015-08-24,10,석촌역,개통 전
방이동,올림픽선수기자촌2단지,126.18,106000,1988,2015-08-31,7,석촌역,개통 전
가락동,가락(1차)쌍용아파트,84.69,60500,1997,2015-08-18,4,석촌역,개통 전
거여동,거여1단지,39.6,26300,1997,2015-08-28,11,석촌역,개통 전
거여동,거여1단지,49.8,34500,1997,2015-08-15,9,석촌역,개통 전
가락동,현대(5차)(재건축),82.4,59800,1986,2015-08-09,6,석촌역,개통 전
가락동,가락(1차)쌍용아파트,84.69,62000,1997,2015-08-13,17,석촌역,개통 전
풍납동,극동,79.945,46000,1987,2015-08-15,5,석촌역,개통 전
잠실동,리센츠,84.99,98000,2008,2015-08-31,7,석촌역,개통 전
방이동,옥산크리스탈,74.53,43900,2001,2015-08-23,4,석촌역,개통 전
송파동,송정,70.05,32500,2002,2015-08-24,6,석촌역,개통 전
잠실동,잠실엘스,59.96,81750,2008,2015-08-22,16,석촌역,개통 전
거여동,거여4단지,39.6,25500,1997,2015-08-17,6,석촌역,개통 전
장지동,송파파인타운10단지,59.96,54900,2007,2015-08-20,9,석촌역,개통 전
방이동,코오롱아파트,84.95,58750,1991,2015-08-23,11,석촌역,개통 전
가락동,삼환,84.704,55000,1984,2015-08-29,12,석촌역,개통 전
풍납동,현대리버빌1지구,84.95,56000,1999,2015-08-29,5,석촌역,개통 전
신천동,장미1,71.2,71000,1979,2015-08-25,11,석촌역,개통 전
풍납동,현대리버빌1지구,84.95,57900,1999,2015-08-13,3,석촌역,개통 전
오금동,쌍용스윗닷홈1단지,84.94,59400,2005,2015-08-12,7,석촌역,개통 전
잠실동,트리지움,59.88,82000,2007,2015-08-28,5,석촌역,개통 전
가락동,우성,58.46,49900,1986,2015-08-27,6,석촌역,개통 전
송파동,래미안송파파인탑,64.99,66500,2012,2015-08-27,20,석촌역,개통 전
풍납동,한강극동,114.76,65000,1995,2015-08-27,14,석촌역,개통 전
거여동,거여5단지,59.74,38900,1997,2015-08-20,7,석촌역,개통 전
잠실동,우성아파트,96.04,94000,1981,2015-08-26,13,석촌역,개통 전
문정동,올림픽훼밀리타운,136.325,97000,1988,2015-08-15,5,석촌역,개통 전
마천동,삼익1,59.4,31000,1996,2015-08-17,3,석촌역,개통 전
송파동,송파삼성래미안아파트,79.7,60000,2001,2015-08-27,1,석촌역,개통 전
가락동,가락(1차)쌍용아파트,84.69,56000,1997,2015-08-10,20,석촌역,개통 전
송파동,가락삼익맨숀,84.828,61400,1984,2015-08-26,6,석촌역,개통 전
송파동,2차한양아파트,108.68,70500,1984,2015-08-17,3,석촌역,개통 전
가락동,래미안파크팰리스,84.924,78200,2007,2015-08-29,18,석촌역,개통 전
잠실동,잠실엘스,84.8,89000,2008,2015-08-14,1,석촌역,개통 전
방이동,올림픽선수기자촌2단지,83.06,84900,1988,2015-08-31,22,석촌역,개통 전
가락동,래미안파크팰리스,59.968,59500,2007,2015-08-29,1,석촌역,개통 전
신천동,파크리오,144.77,147500,2008,2015-08-31,15,석촌역,개통 전
거여동,쌍용스윗닷홈2차,104.14,54000,2006,2015-08-08,12,석촌역,개통 전
잠실동,잠실엘스,84.88,93000,2008,2015-08-13,7,석촌역,개통 전
잠실동,잠실엘스,119.93,138900,2008,2015-08-20,13,석촌역,개통 전
마천동,신동아,59.88,30900,2001,2015-08-29,8,석촌역,개통 전
문정동,문정래미안,120.97,84000,2004,2015-08-13,6,석촌역,개통 전
마천동,현대그린빌,59.67,31000,1998,2015-08-10,9,석촌역,개통 전
잠실동,주공아파트 5단지,76.5,113300,1978,2015-08-18,15,석촌역,개통 전
거여동,우방1,59.91,30200,1999,2015-08-14,1,석촌역,개통 전
가락동,현대(6차),84.8,46000,1991,2015-08-29,1,석촌역,개통 전
방이동,인택스빌,72.48,42800,2001,2015-08-24,8,석촌역,개통 전
신천동,장미2,99.0,89800,1979,2015-08-26,8,석촌역,개통 전
잠실동,리센츠,84.99,97000,2008,2015-08-29,4,석촌역,개통 전
가락동,sk파크타워,108.82,62900,2003,2015-08-26,5,석촌역,개통 전
가락동,시영1,51.4,73243,1980,2015-08-27,2,석촌역,개통 전
문정동,올림픽훼밀리타운,84.751,78500,1988,2015-08-08,12,석촌역,개통 전
가락동,가락현대투웰브(102동),84.58,44300,2005,2015-08-27,8,석촌역,개통 전
풍납동,현대1,71.17,49300,1995,2015-08-28,14,석촌역,개통 전
가락동,우성,43.79,37300,1986,2015-08-10,4,석촌역,개통 전
잠실동,잠실엘스,119.93,128000,2008,2015-08-20,2,석촌역,개통 전
신천동,미성,46.54,57000,1980,2015-08-14,5,석촌역,개통 전
잠실동,잠실엘스,84.8,98000,2008,2015-08-29,7,석촌역,개통 전
거여동,거여1단지,49.8,33650,1997,2015-08-11,4,석촌역,개통 전
오금동,현대백조,78.39,51400,1997,2015-08-21,12,석촌역,개통 전
거여동,현대1차,84.86,47000,1992,2015-08-25,10,석촌역,개통 전
풍납동,씨티극동1,59.69,38000,1998,2015-08-25,7,석촌역,개통 전
오금동,현대(2-4차),130.93,82500,1984,2015-08-24,5,석촌역,개통 전
가락동,주성파크빌,84.9,37750,2002,2015-08-31,3,석촌역,개통 전
가락동,가락(1차)쌍용아파트,59.92,47000,1997,2015-08-12,10,석촌역,개통 전
잠실동,리센츠,84.99,99700,2008,2015-08-18,26,석촌역,개통 전
석촌동,잠실한솔,59.86,52500,2000,2015-08-12,8,석촌역,개통 전
문정동,문정가락현대1차,123.61,67000,1984,2015-08-15,3,석촌역,개통 전
방이동,올림픽선수기자촌2단지,100.82,99500,1988,2015-08-07,4,석촌역,개통 전
잠실동,레이크팰리스,84.82,96000,2006,2015-08-28,7,석촌역,개통 전
방이동,올림픽선수기자촌2단지,83.06,82300,1988,2015-08-22,11,석촌역,개통 전
송파동,가락삼익맨숀,108.338,73000,1984,2015-08-12,4,석촌역,개통 전
잠실동,트리지움,84.83,99000,2007,2015-08-17,19,석촌역,개통 전
신천동,한신잠실코아,50.76,39000,1988,2015-08-20,1,석촌역,개통 전
잠실동,트리지움,114.7,124000,2007,2015-08-24,16,석촌역,개통 전
잠실동,주공아파트 5단지,82.61,127000,1978,2015-08-26,12,석촌역,개통 전
거여동,거여1단지,59.73,38900,1997,2015-08-27,7,석촌역,개통 전
오금동,현대(2-4차),170.32,90000,1984,2015-08-10,2,석촌역,개통 전
신천동,파크리오,84.9,86300,2008,2015-08-31,23,석촌역,개통 전
신천동,파크리오,35.24,44200,2008,2015-08-25,16,석촌역,개통 전
거여동,우방1,84.9,48000,1999,2015-08-29,16,석촌역,개통 전
잠실동,주공아파트 5단지,82.51,129000,1978,2015-08-13,10,석촌역,개통 전
문정동,광남캐스빌(C동),84.89,41500,2003,2015-08-03,2,석촌역,개통 전
문정동,세양청마루,59.91,41800,2004,2015-08-23,10,석촌역,개통 전
방이동,올림픽선수기자촌3단지,100.31,97500,1988,2015-08-10,7,석촌역,개통 전
풍납동,현대리버빌1지구,58.13,42600,1999,2015-08-14,9,석촌역,개통 전
마천동,마천금호어울림1차아파트,101.91,49750,2002,2015-08-11,14,석촌역,개통 전
송파동,래미안송파파인탑,71.73,71500,2012,2015-08-27,15,석촌역,개통 전
거여동,거여1단지,39.6,25500,1997,2015-08-30,5,석촌역,개통 전
방이동,올림픽선수기자촌2단지,83.06,82000,1988,2015-08-11,6,석촌역,개통 전
가락동,가락금호아파트,59.91,49400,1997,2015-08-14,20,석촌역,개통 전
잠실동,잠실엘스,84.8,100000,2008,2015-08-28,20,석촌역,개통 전
잠실동,레이크팰리스,135.82,147000,2006,2015-08-11,20,석촌역,개통 전
신천동,장미2,71.2,72200,1979,2015-08-28,9,석촌역,개통 전
가락동,가락금호아파트,59.91,49000,1997,2015-08-17,22,석촌역,개통 전
가락동,삼환,121.04,63500,1984,2015-08-20,11,석촌역,개통 전
잠실동,잠실엘스,119.93,142000,2008,2015-08-31,22,석촌역,개통 전
방이동,올림픽선수기자촌2단지,83.06,80500,1988,2015-08-26,10,석촌역,개통 전
가락동,삼환,72.88,49000,1984,2015-08-17,12,석촌역,개통 전
마천동,송파파크데일2단지,59.91,42000,2011,2015-08-07,4,석촌역,개통 전
신천동,파크리오,84.9,87500,2008,2015-08-18,17,석촌역,개통 전
문정동,문정동아,57.72,34500,1997,2015-08-20,8,석촌역,개통 전
문정동,문정대우푸르지오2차,84.88,51400,2001,2015-08-06,12,석촌역,개통 전
가락동,성원상떼빌,99.6,54000,2006,2015-08-21,8,석촌역,개통 전
잠실동,트리지움,59.88,81000,2007,2015-08-21,8,석촌역,개통 전
풍납동,한강극동,114.76,57500,1995,2015-08-20,3,석촌역,개통 전
풍납동,송파현대힐스테이트,84.99,58300,2006,2015-08-10,6,석촌역,개통 전
장지동,송파파인타운5단지,84.95,64000,2008,2015-08-17,12,석촌역,개통 전
신천동,파크리오,144.77,127000,2008,2015-08-27,5,석촌역,개통 전
잠실동,잠실엘스,59.96,81450,2008,2015-08-29,24,석촌역,개통 전
풍납동,한강극동,59.26,37000,1995,2015-08-27,10,석촌역,개통 전
신천동,파크리오,121.63,122000,2008,2015-08-10,17,석촌역,개통 전
풍납동,극동,59.975,38500,1987,2015-08-18,10,석촌역,개통 전
풍납동,현대1,84.0,60000,1995,2015-08-10,14,석촌역,개통 전
가락동,시영1,45.12,66000,1980,2015-08-22,2,석촌역,개통 전
거여동,대영무지개1,59.73,27900,1991,2015-08-26,2,석촌역,개통 전
가락동,대림,84.11,54200,1988,2015-08-21,11,석촌역,개통 전
거여동,삼호아파트,59.79,30700,1999,2015-08-24,1,석촌역,개통 전
잠실동,잠실엘스,84.8,111000,2008,2015-08-02,21,석촌역,개통 전
잠실동,리센츠,27.68,55000,2008,2015-08-04,9,석촌역,개통 전
신천동,파크리오,84.9,84000,2008,2015-08-13,12,석촌역,개통 전
잠실동,리센츠,124.22,140000,2008,2015-08-17,30,석촌역,개통 전
거여동,거여1단지,39.6,25400,1997,2015-08-29,7,석촌역,개통 전
잠실동,잠실엘스,59.96,81700,2008,2015-08-25,18,석촌역,개통 전
문정동,세양청마루,59.91,39400,2004,2015-08-10,13,석촌역,개통 전
문정동,올림픽훼밀리타운,117.585,88800,1988,2015-08-19,15,석촌역,개통 전
신천동,한신잠실코아,41.99,39100,1988,2015-08-28,14,석촌역,개통 전
신천동,미성,55.62,69400,1980,2015-08-25,4,석촌역,개통 전
잠실동,트리지움,84.83,90000,2007,2015-08-06,25,석촌역,개통 전
신천동,파크리오,84.79,90000,2008,2015-08-31,10,석촌역,개통 전
거여동,거여1단지,39.6,26300,1997,2015-08-09,10,석촌역,개통 전
풍납동,동아한가람1,84.38,50700,1995,2015-08-26,17,석촌역,개통 전
방이동,정우아트빌A,61.33,37800,2005,2015-08-17,3,석촌역,개통 전
오금동,상아1차아파트,122.67,69500,1984,2015-08-28,2,석촌역,개통 전
장지동,송파파인타운2단지,84.95,59900,2008,2015-08-15,15,석촌역,개통 전
방이동,올림픽선수기자촌2단지,62.19,69000,1988,2015-08-18,1,석촌역,개통 전
방이동,올림픽선수기자촌2단지,83.06,82000,1988,2015-08-31,11,석촌역,개통 전
문정동,올림픽훼밀리타운,84.751,81000,1988,2015-08-31,13,석촌역,개통 전
문정동,문정시영,39.69,25700,1989,2015-08-05,14,석촌역,개통 전
풍납동,동아한가람1,84.38,50000,1995,2015-08-17,5,석촌역,개통 전
가락동,프라자,84.67,50000,1985,2015-08-30,2,석촌역,개통 전
거여동,거여1단지,39.6,24500,1997,2015-08-29,3,석촌역,개통 전
가락동,가락우성2,84.95,49500,2000,2015-08-02,5,석촌역,개통 전
풍납동,현대리버빌2지구,84.97,51500,1999,2015-08-05,5,석촌역,개통 전
방이동,올림픽선수기자촌1단지,83.06,77000,1988,2015-08-08,24,석촌역,개통 전
가락동,가락우성2,59.97,39500,2000,2015-08-02,8,석촌역,개통 전
가락동,현대(6차),84.8,49500,1991,2015-08-28,5,석촌역,개통 전
가락동,가락쌍용(2차),59.88,47700,1999,2015-08-28,12,석촌역,개통 전
잠실동,리센츠,98.55,117500,2008,2015-08-31,13,석촌역,개통 전
신천동,진주,59.47,70000,1980,2015-08-11,4,석촌역,개통 전
오금동,삼성,73.59,38700,1989,2015-08-28,11,석촌역,개통 전
가락동,시영2,56.36,76082,1982,2015-08-25,1,석촌역,개통 전
문정동,현대(62-5),54.6,35000,1993,2015-08-19,4,석촌역,개통 전
방이동,현대홈타운스위트101,144.91,78500,2004,2015-08-03,5,석촌역,개통 전
장지동,송파파인타운1단지,84.95,55500,2010,2015-08-17,2,석촌역,개통 전
가락동,가락미륭아파트,50.0,32000,1986,2015-08-14,3,석촌역,개통 전
가락동,가락(1차)쌍용아파트,84.69,60000,1997,2015-08-31,5,석촌역,개통 전
가락동,동구햇살,84.25,44000,2002,2015-08-14,6,석촌역,개통 전
풍납동,동아한가람1,59.98,40200,1995,2015-08-21,10,석촌역,개통 전
