지역코드,법정동,단지명,전용면적,거래금액(만원),건축년도,계약일,층
11140,오장동,오렌지카운티을지로,15.79,"20,850",2020,2021-02-02,14
11140,회현동1가,남산롯데캐슬아이리스,113.46,"159,350",2011,2021-03-30,18
11140,신당동,래미안하이베르,59.74,"108,000",2011,2021-03-30,2
11140,묵정동,묵정,52.46,"37,600",1981,2021-03-31,1
11140,묵정동,묵정,52.46,"37,700",1981,2021-03-28,1
11140,신당동,남산타운,84.88,"139,700",2002,2021-03-24,3
11140,묵정동,묵정,52.46,"42,000",1981,2021-03-28,7
11140,신당동,남산타운,114.88,"162,000",2002,2021-03-24,11
11140,황학동,청계리버팰리스A,26.49,"29,800",2019,2021-03-27,9
11140,충무로4가,남산센트럴자이,137.166,"140,000",2009,2021-03-27,24
11140,묵정동,충무,54.18,"43,000",1982,2021-03-19,9
11140,회현동2가,쌍용남산플래티넘,177,"230,000",2010,2021-03-24,31
11140,순화동,바비엥3,70.81,"58,300",2006,2021-03-20,15
11140,신당동,남산타운,59.94,"123,000",2002,2021-03-26,16
11140,회현동1가,SK리더스뷰남산,205.62,"188,000",2010,2021-03-20,9
11140,중림동,브라운스톤서울,84.878,"124,500",2006,2021-03-12,31
11140,황학동,롯데캐슬,114.9,"144,000",2008,2021-03-11,28
11140,신당동,청구드림,84.99,"70,000",2002,2021-03-27,1
11140,충무로4가,남산센트럴자이,114.84,"133,000",2009,2021-03-26,11
11140,신당동,래미안하이베르,59.95,"109,000",2011,2021-03-08,11
11140,정동,삼정아트테라스정동,23.4274,"46,000",2020,2021-03-19,5
11140,신당동,신당KCC스위첸,59.7807,"118,000",2019,2021-03-13,12
11140,황학동,롯데캐슬,84.97,"109,500",2008,2021-03-19,9
11140,신당동,남산타운,84.88,"130,000",2002,2021-03-11,15
11140,신당동,스위스빌라,38.53,"14,800",2001,2021-03-19,3
11140,신당동,삼성,84.96,"112,000",1999,2021-03-13,11
11140,묵정동,묵정,52.46,"36,000",1981,2021-03-06,1
11140,신당동,남산타운,114.88,"147,000",2002,2021-03-09,10
11140,오장동,오장동오팰리오,22.31,"36,600",2021,2021-03-20,12
11140,회현동1가,SK리더스뷰남산,137.57,"158,000",2010,2021-03-10,16
11140,흥인동,우일타운,84.87,"58,000",1994,2021-03-13,19
11140,회현동1가,이지-빌,68.8,"47,500",2006,2021-03-24,4
11140,충무로4가,남산센트럴자이,82.413,"107,000",2009,2021-03-27,15
11140,충무로4가,남산센트럴자이,82.413,"105,000",2009,2021-03-15,13
11140,신당동,약수하이츠,57.63,"89,500",1999,2021-03-29,20
11140,묵정동,묵정,52.46,"38,700",1981,2021-03-12,3
11140,흥인동,우일타운,69.39,"53,000",1994,2021-03-02,18
11140,신당동,남산타운,84.88,"138,000",2002,2021-03-04,9
11140,회현동1가,SK리더스뷰남산,205.62,"160,000",2010,2021-03-12,4
11140,신당동,남산타운,84.88,"149,500",2002,2021-03-12,14
11140,황학동,청계리버팰리스A,26.49,"26,500",2019,2021-03-17,7
11140,회현동2가,쌍용남산플래티넘,177,"187,000",2010,2021-03-12,8
11140,황학동,신당블루카운티,59.98,"65,000",2016,2021-03-13,10
11140,을지로5가,삼성파크빌,84.65,"76,000",2006,2021-03-06,14
11140,순화동,바비엥3,69.29,"57,800",2006,2021-03-20,13
11140,황학동,한양I-Class,16.37,"13,000",2013,2021-03-06,16
11140,충무로5가,충무로엘크루메크로시티2차,35.55,"32,000",2016,2021-03-16,18
11140,순화동,덕수궁롯데캐슬,31.7571,"60,000",2016,2021-03-16,9
11140,신당동,수산타운(2차),32.86,"9,500",2001,2021-03-11,-1
11140,황학동,한양I-Class,24.67,"22,900",2013,2021-03-04,15
11140,신당동,신당푸르지오,84.39,"124,500",2005,2021-03-09,17
11140,신당동,약수하이츠,57.63,"104,000",1999,2021-03-03,5
11140,신당동,신당푸르지오,84.39,"116,500",2005,2021-03-06,8
11140,신당동,약수하이츠,114.92,"165,000",1999,2021-04-30,17
11140,신당동,약수(372-13),50.91,"30,000",1968,2021-04-30,3
11140,충무로4가,남산센트럴자이,128.952,"144,500",2009,2021-04-30,11
11140,신당동,남산타운,59.94,"114,700",2002,2021-04-24,9
11140,신당동,남산타운,84.88,"125,000",2002,2021-04-24,1
11140,신당동,남산타운,59.94,"113,000",2002,2021-04-28,12
11140,신당동,토토타워(5차),59.94,"22,700",2001,2021-04-29,4
11140,중림동,삼성사이버빌리지,59.7,"117,500",2001,2021-04-27,13
11140,신당동,신당푸르지오,84.76,"120,000",2005,2021-04-24,19
11140,신당동,남산FORESTHOUSE,219.89,"280,000",2008,2021-04-20,4
11140,장충동2가,장충,31.24,"11,100",1981,2021-04-30,5
11140,신당동,한진해모로,84.96,"96,000",2001,2021-04-22,4
11140,순화동,바비엥3,70.81,"57,000",2006,2021-04-16,16
11140,오장동,오장동오팰리오,39.69,"55,400",2021,2021-04-21,12
11140,묵정동,묵정,52.46,"39,000",1981,2021-04-19,10
11140,신당동,삼성,114.91,"129,700",1999,2021-04-27,22
11140,묵정동,충무,67.77,"52,000",1982,2021-04-17,2
11140,황학동,롯데캐슬,84.89,"105,000",2008,2021-04-19,18
11140,신당동,청구e편한세상,118.31,"179,000",2011,2021-04-23,11
11140,신당동,삼성,84.96,"100,000",1999,2021-04-14,17
11140,묵정동,충무,67.77,"54,000",1982,2021-04-15,8
11140,신당동,현대,122.275,"113,000",1993,2021-04-29,14
11140,신당동,약수하이츠,57.63,"98,500",1999,2021-04-14,10
11140,신당동,약수하이츠,57.63,"86,500",1999,2021-04-09,3
11140,충무로5가,충무로헤센스마트,21.04,"25,500",2018,2021-04-24,7
11140,신당동,남산타운,59.94,"123,000",2002,2021-04-10,14
11140,황학동,황학아크로타워,109.146,"110,000",2010,2021-04-07,10
11140,신당동,약수하이츠,84.88,"127,000",1999,2021-04-17,10
11140,신당동,남산타운,59.94,"104,000",2002,2021-04-10,3
11140,신당동,남산타운,84.88,"133,000",2002,2021-04-13,10
11140,충무로5가,충무로헤센스마트,19.76,"22,400",2018,2021-04-10,4
11140,신당동,태원팰리스5차(432-1132),84.15,"58,500",2006,2021-04-07,2
11140,황학동,롯데캐슬,114.9,"130,000",2008,2021-04-20,23
11140,충무로5가,충무로엘크루메크로시티2차,35.55,"33,000",2016,2021-04-10,13
11140,신당동,약수하이츠,84.88,"123,000",1999,2021-04-06,10
11140,신당동,신당푸르지오,84.39,"128,500",2005,2021-04-11,23
11140,흥인동,동대문와이즈캐슬,15.55,"14,000",2014,2021-04-22,15
11140,신당동,남산타운,114.88,"127,000",2002,2021-04-21,18
11140,황학동,한양I-Class,16.37,"11,800",2013,2021-04-24,15
11140,흥인동,청계천두산위브더제니스,146.9679,"174,500",2014,2021-04-19,30
11140,신당동,래미안하이베르,84.97,"120,000",2011,2021-04-05,14
11140,신당동,청구e편한세상,84.96,"150,000",2011,2021-04-11,7
11140,순화동,덕수궁롯데캐슬,82.3212,"154,500",2016,2021-04-07,9
11140,신당동,남산타운,59.94,"103,500",2002,2021-04-12,2
11140,신당동,약수하이츠,57.63,"87,800",1999,2021-04-10,4
11140,신당동,도현블랑빌,91.86,"84,200",2001,2021-04-03,2
11140,신당동,신당푸르지오,114.48,"150,950",2005,2021-04-11,10
11140,흥인동,우일타운,69.39,"53,500",1994,2021-04-04,14
11140,중림동,삼성사이버빌리지,84.93,"124,000",2001,2021-04-05,2
11140,충무로4가,남산센트럴자이,139.936,"130,000",2009,2021-04-16,23
11140,충무로4가,진양상가,71.93,"48,000",1970,2021-04-10,10
11140,중림동,성요셉,41.32,"21,200",1971,2021-04-15,3
11140,신당동,한진해모로,59.76,"87,300",2001,2021-04-03,7
11140,신당동,청구e편한세상,84.95,"149,500",2011,2021-04-10,9
11140,황학동,청계리버팰리스A,27.84,"23,500",2019,2021-04-06,11
11140,신당동,약수하이츠,57.63,"83,500",1999,2021-04-02,14
11140,황학동,한양I-Class,16.37,"13,500",2013,2021-04-06,14
11140,신당동,남산타운,114.88,"150,000",2002,2021-05-19,11
11140,신당동,푸른마을(432-921),59.61,"21,000",2000,2021-05-18,3
11140,신당동,신신(1차),38.93,"14,900",2001,2021-05-17,1
11140,신당동,남산타운,59.94,"124,000",2002,2021-05-29,14
11140,황학동,롯데캐슬,59.94,"89,500",2008,2021-05-30,14
11140,신당동,남산타운,84.88,"157,000",2002,2021-05-29,16
11140,묵정동,묵정,52.46,"42,000",1981,2021-05-26,7
11140,신당동,약수하이츠,57.63,"98,000",1999,2021-05-26,20
11140,신당동,청구드림,84.94,"80,000",2002,2021-05-25,5
11140,신당동,남산타운,114.88,"150,000",2002,2021-05-19,11
11140,신당동,남산타운,59.94,"121,000",2002,2021-05-14,15
11140,신당동,약수하이츠,65.37,"109,000",1999,2021-05-18,17
11140,신당동,약수역더시티,18.86,"23,200",2021,2021-05-16,4
11140,황학동,롯데캐슬,84.89,"111,000",2008,2021-05-20,20
11140,신당동,약수하이츠,57.63,"105,000",1999,2021-05-19,7
11140,황학동,황학동코아루,84.94,"89,500",2010,2021-05-09,5
11140,묵정동,묵정,52.46,"41,700",1981,2021-05-28,2
11140,황학동,롯데캐슬,59.91,"90,000",2008,2021-05-13,9
11140,신당동,삼성,59.98,"101,500",1999,2021-05-12,6
11140,신당동,삼성,59.98,"97,000",1999,2021-05-11,2
11140,흥인동,동대문솔하임,19.6,"24,000",2016,2021-05-26,14
11140,신당동,약수하이츠,114.92,"162,000",1999,2021-05-14,14
11140,충무로4가,진양상가,107.9,"70,000",1970,2021-05-07,13
11140,묵정동,묵정,52.46,"38,000",1981,2021-05-03,1
11140,신당동,삼성,114.91,"134,500",1999,2021-05-12,18
11140,신당동,삼성,59.97,"95,000",1999,2021-05-08,13
11140,신당동,약수하이츠,57.63,"101,000",1999,2021-05-11,14
11140,신당동,삼성,59.97,"99,000",1999,2021-05-08,10
11140,충무로4가,진양상가,71.93,"49,200",1970,2021-05-27,10
11140,황학동,한양I-Class,16.37,"13,900",2013,2021-05-20,17
11140,신당동,약수역더시티,19.06,"26,800",2021,2021-05-27,9
11140,중림동,성요셉,56.2,"25,000",1971,2021-05-10,4
11140,황학동,황학동코아루,136.91,"114,000",2010,2021-05-19,2
11140,신당동,신당푸르지오,114.48,"128,000",2005,2021-05-11,5
11140,회현동1가,남산롯데캐슬아이리스,187.44,"164,000",2011,2021-05-22,26
11140,회현동1가,남산롯데캐슬아이리스,187.44,"188,000",2011,2021-05-24,12
11140,회현동1가,남산롯데캐슬아이리스,40.9,"79,000",2011,2021-05-25,22
11140,순화동,바비엥3,65.71,"59,500",2006,2021-05-06,15
11140,신당동,약수역더시티,18.86,"24,000",2021,2021-05-25,10
11140,충무로5가,충무로헤센스마트,40.65,"42,000",2018,2021-05-25,4
11140,회현동1가,남산롯데캐슬아이리스,40.9,"74,000",2011,2021-05-07,12
11140,신당동,래미안하이베르,59.95,"111,800",2011,2021-05-01,8
11140,신당동,약수역더시티,18.86,"24,500",2021,2021-05-21,10
11140,만리동2가,서울역한라비발디센트럴,84.9728,"160,000",2018,2021-05-17,10
11140,황학동,롯데캐슬,114.9,"142,000",2008,2021-05-15,15
11140,신당동,삼성,59.98,"101,700",1999,2021-05-05,8
11140,황학동,DUO302,15.97,"15,400",2014,2021-05-22,15
11140,신당동,약수하이츠,57.63,"92,000",1999,2021-05-05,14
11140,신당동,약수역더시티,18.86,"25,000",2021,2021-05-03,5
11140,신당동,남산타운,84.88,"138,000",2002,2021-05-06,16
11140,신당동,남산타운,59.94,"114,000",2002,2021-05-11,9
11140,중림동,삼성사이버빌리지,59.7,"110,000",2001,2021-05-07,2
11140,신당동,남산타운,84.88,"140,000",2002,2021-05-05,18
11140,묵정동,충무,67.77,"51,000",1982,2021-05-13,7
11140,황학동,롯데캐슬,84.97,"110,000",2008,2021-05-05,30
11140,신당동,래미안하이베르,59.74,"114,000",2011,2021-05-02,8
11140,회현동1가,별장,62.81,"20,500",1980,2021-05-13,2
11140,신당동,남산FORESTHOUSE,213.43,"295,000",2008,2021-05-01,2
11140,인현동2가,인현상가/신성아파트,41.62,"21,500",1968,2021-05-05,8
11140,회현동1가,남산롯데캐슬아이리스,40.9,"85,000",2011,2021-05-11,31
11140,흥인동,위더스하임,23.82,"31,200",2018,2021-05-11,10
11140,신당동,약수역더시티,20.73,"26,000",2021,2021-05-08,5
11140,중림동,성요셉,70.98,"31,000",1971,2021-05-03,6
11140,남대문로5가,남산트라팰리스,142.23,"188,000",2010,2021-05-11,26
11140,충무로5가,충무로엘크루메크로시티2차,22.75,"22,000",2016,2021-05-04,7
11140,신당동,약수역더시티,18.86,"26,000",2021,2021-05-10,7
11140,신당동,약수역더시티,19.06,"30,000",2021,2021-05-06,11
11140,충무로4가,진양상가,159.24,"96,000",1970,2021-06-01,9
11140,신당동,남산타운,84.88,"152,000",2002,2021-06-09,8
11140,신당동,남산타운,84.88,"132,000",2002,2021-06-12,2
11140,인현동2가,인현상가/신성아파트,40.83,"21,500",1968,2021-06-23,9
11140,황학동,롯데캐슬,114.9,"140,000",2008,2021-06-28,21
11140,황학동,롯데캐슬,84.97,"101,000",2008,2021-06-23,10
11140,황학동,롯데캐슬,59.94,"92,500",2008,2021-06-23,25
11140,회현동1가,남산롯데캐슬아이리스,113.46,"164,000",2011,2021-06-30,22
11140,신당동,동산,53.76,"21,000",2001,2021-06-26,2
11140,장충동1가,장충동라임카운티,244.47,"315,000",2000,2021-06-23,2
11140,신당동,남산타운,84.88,"129,000",2002,2021-06-23,9
11140,신당동,삼성,59.98,"101,700",1999,2021-06-26,18
11140,신당동,삼성,59.98,"102,000",1999,2021-06-25,16
11140,신당동,한진해모로,59.76,"92,000",2001,2021-06-25,6
11140,황학동,롯데캐슬,59.94,"86,500",2008,2021-06-26,28
11140,충무로5가,충무로엘크루메크로시티2차,22.75,"20,100",2016,2021-06-18,12
11140,황학동,롯데캐슬,84.97,"109,700",2008,2021-06-12,33
11140,황학동,롯데캐슬,84.92,"110,000",2008,2021-06-23,12
11140,황학동,롯데캐슬,84.92,"118,000",2008,2021-06-09,17
11140,신당동,남산타운,84.88,"153,000",2002,2021-06-12,14
11140,황학동,롯데캐슬,59.94,"86,500",2008,2021-06-26,28
11140,황학동,롯데캐슬,84.97,"114,000",2008,2021-06-22,23
11140,황학동,롯데캐슬,59.94,"89,900",2008,2021-06-26,29
11140,신당동,동산,46.53,"24,000",2001,2021-06-28,4
11140,신당동,신신(2차),59.04,"24,600",2001,2021-06-28,1
11140,묵정동,묵정,52.46,"39,000",1981,2021-06-07,1
11140,충무로4가,진양상가,72.6,"55,000",1970,2021-06-15,5
11140,황학동,롯데캐슬,59.91,"89,000",2008,2021-06-11,13
11140,신당동,남산타운,84.88,"130,000",2002,2021-06-12,13
11140,신당동,신당KCC스위첸,59.4458,"110,000",2019,2021-06-07,7
11140,신당동,청구e편한세상,84.95,"150,000",2011,2021-06-16,8
11140,신당동,현대,83.97,"94,000",1993,2021-06-25,4
11140,신당동,신당푸르지오,59.85,"106,000",2005,2021-06-07,17
11140,신당동,다다아파트,59.95,"20,000",2000,2021-06-08,2
11140,신당동,삼성,59.97,"103,000",1999,2021-06-19,16
11140,황학동,롯데캐슬,84.9,"107,500",2008,2021-06-11,26
11140,신당동,신당KCC스위첸,72.9906,"128,000",2019,2021-06-19,6
11140,신당동,약수역더시티,18.86,"24,000",2021,2021-06-26,8
11140,신당동,삼성,84.96,"121,000",1999,2021-06-25,13
11140,신당동,(432-904),58.59,"20,000",2001,2021-06-09,5
11140,충무로5가,충무로엘크루메크로시티2차,22.75,"20,000",2016,2021-06-25,14
11140,충무로5가,충무로헤센스마트,21.04,"23,000",2018,2021-06-21,2
11140,신당동,약수역더시티,20.73,"25,200",2021,2021-06-04,6
11140,신당동,약수하이츠,57.63,"97,000",1999,2021-06-12,12
11140,황학동,황학아크로타워,134.301,"130,000",2010,2021-06-07,13
11140,충무로4가,진양상가,71.93,"51,800",1970,2021-06-10,5
11140,신당동,신당푸르지오,84.39,"129,000",2005,2021-06-05,22
11140,신당동,신당KCC스위첸,72.9906,"129,500",2019,2021-06-09,9
11140,신당동,약수하이츠,84.88,"129,000",1999,2021-06-02,12
11140,신당동,약수하이츠,84.88,"135,000",1999,2021-06-12,7
11140,중림동,성요셉,68,"37,000",1971,2021-06-10,6
11140,황학동,DUO302,15.97,"15,000",2014,2021-06-03,18
11140,신당동,약수역더시티,18.3,"23,800",2021,2021-06-11,10
11140,신당동,약수역더시티,18.86,"25,800",2021,2021-06-07,7
11140,신당동,남산타운,84.88,"131,000",2002,2021-07-15,2
11140,순화동,덕수궁롯데캐슬,69.5135,"130,000",2016,2021-07-24,8
11140,신당동,삼성,114.91,"131,500",1999,2021-07-28,2
11140,신당동,약수하이츠,84.88,"138,000",1999,2021-07-31,12
11140,신당동,현대,79.11,"93,000",1993,2021-07-27,1
11140,장충동2가,장충,62.48,"19,000",1981,2021-07-23,1
11140,필동3가,미주,152.31,"119,500",1976,2021-07-20,1
11140,신당동,약수하이츠,84.88,"140,000",1999,2021-07-31,20
11140,신당동,청구e편한세상,84.95,"149,500",2011,2021-07-31,9
11140,충무로5가,충무로헤센스마트,31.02,"36,500",2018,2021-07-21,6
11140,묵정동,묵정,52.46,"44,700",1981,2021-07-14,10
11140,순화동,덕수궁롯데캐슬,82.3212,"154,000",2016,2021-07-12,9
11140,신당동,삼성,84.96,"112,700",1999,2021-07-24,1
11140,신당동,푸른마을(B),59.42,"21,300",2001,2021-07-19,4
11140,신당동,삼성,84.96,"127,500",1999,2021-07-17,5
11140,순화동,덕수궁롯데캐슬,69.5135,"123,000",2016,2021-07-10,10
11140,신당동,약수하이츠,114.92,"149,800",1999,2021-07-28,5
11140,신당동,삼성,84.96,"128,000",1999,2021-07-20,3
11140,신당동,신당푸르지오,59.85,"109,500",2005,2021-07-27,12
11140,신당동,삼성,59.97,"105,000",1999,2021-07-16,17
11140,신당동,삼성,59.97,"94,000",1999,2021-07-23,1
11140,회현동1가,남산롯데캐슬아이리스,33.81,"68,000",2011,2021-07-12,17
11140,신당동,하이1(113-5),84.24,"59,500",2000,2021-07-09,2
11140,신당동,신당KCC스위첸,59.4458,"122,000",2019,2021-07-17,9
11140,충무로4가,남산센트럴자이,128.952,"159,000",2009,2021-07-26,13
11140,신당동,남산타운,84.88,"139,500",2002,2021-07-07,17
11140,회현동1가,남산롯데캐슬아이리스,133.98,"178,900",2011,2021-07-13,22
11140,황학동,황학아크로타워,111.224,"123,000",2010,2021-07-19,17
11140,신당동,현대,66.6,"88,500",1993,2021-07-19,9
11140,신당동,약수하이츠,57.63,"100,000",1999,2021-07-07,19
11140,신당동,신당KCC스위첸,59.7807,"122,500",2019,2021-07-10,13
11140,순화동,덕수궁롯데캐슬,42.3686,"76,800",2016,2021-07-22,5
11140,신당동,신당푸르지오,59.85,"109,500",2005,2021-07-22,20
11140,신당동,신당KCC스위첸,59.4458,"120,000",2019,2021-07-17,9
11140,신당동,한진해모로,84.96,"99,000",2001,2021-07-04,8
11140,신당동,한진해모로,59.76,"89,000",2001,2021-07-08,4
11140,신당동,삼성,59.98,"104,800",1999,2021-07-09,4
11140,황학동,롯데캐슬,84.92,"116,700",2008,2021-07-15,18
11140,신당동,삼성,59.97,"103,300",1999,2021-07-02,6
11140,신당동,남산타운,84.88,"131,000",2002,2021-07-15,2
11140,신당동,삼성,59.97,"104,000",1999,2021-07-10,13
11140,신당동,청구e편한세상,59.88,"135,000",2011,2021-07-10,9
11140,신당동,약수역더시티,20.73,"26,000",2021,2021-07-26,9
11140,황학동,롯데캐슬,59.94,"92,000",2008,2021-07-19,15
11140,신당동,삼성,84.96,"127,000",1999,2021-07-13,21
11140,회현동1가,남산롯데캐슬아이리스,133.98,"170,000",2011,2021-07-09,10
11140,신당동,한진해모로,84.96,"97,000",2001,2021-07-10,2
11140,신당동,약수역더시티,18.86,"25,000",2021,2021-07-10,10
11140,황학동,롯데캐슬,59.94,"86,700",2008,2021-07-03,33
11140,신당동,현대,79.11,"93,000",1993,2021-07-01,9
11140,신당동,남산타운,84.88,"130,000",2002,2021-07-02,3
11140,신당동,현대,66.6,"90,000",1993,2021-07-01,13
11140,회현동1가,남산롯데캐슬아이리스,133.98,"170,000",2011,2021-07-09,10
11140,신당동,신당푸르지오,114.48,"148,000",2005,2021-07-05,17
11140,신당동,약수하이츠,114.92,"156,000",1999,2021-07-10,11
11140,신당동,약수하이츠,84.88,"132,000",1999,2021-07-13,6
11140,흥인동,동대문와이즈캐슬,15.55,"14,000",2014,2021-07-10,10
11140,회현동2가,쌍용남산플래티넘,158.97,"205,000",2010,2021-08-28,27
11140,신당동,노블레스2,84.78,"69,000",2002,2021-08-28,1
11140,신당동,청구e편한세상,84.95,"140,000",2011,2021-08-31,11
11140,신당동,신신(2차),59.98,"28,600",2001,2021-08-24,4
11140,회현동1가,남산롯데캐슬아이리스,103.49,"170,000",2011,2021-08-23,31
11140,순화동,덕수궁롯데캐슬,82.3212,"158,500",2016,2021-08-28,6
11140,신당동,약수하이츠,84.88,"144,000",1999,2021-08-23,13
11140,신당동,대성드림,82.23,"77,700",2002,2021-08-24,3
11140,신당동,남산타운,84.88,"149,000",2002,2021-08-24,18
11140,신당동,신당동파라다이스,59.9,"75,000",2000,2021-08-30,9
11140,신당동,남산타운,84.88,"155,800",2002,2021-08-17,17
11140,충무로5가,충무로엘크루메크로시티2차,22.75,"21,500",2016,2021-08-23,14
11140,회현동1가,남산롯데캐슬아이리스,133.98,"188,000",2011,2021-08-20,21
11140,황학동,롯데캐슬,84.92,"128,000",2008,2021-08-17,20
11140,회현동2가,쌍용남산플래티넘,166.24,"184,000",2010,2021-08-17,24
11140,황학동,롯데캐슬,114.9,"149,000",2008,2021-08-11,14
11140,신당동,(432-904),59.16,"18,500",2001,2021-08-14,5
11140,충무로5가,충무로엘크루메크로시티2차,35.57,"34,500",2016,2021-08-25,12
11140,충무로5가,충무로엘크루메크로시티2차,35.55,"34,800",2016,2021-08-25,16
11140,중림동,성요셉,41.32,"22,500",1971,2021-08-19,3
11140,신당동,프라임2,70.68,"70,500",2003,2021-08-17,5
11140,신당동,남산타운,84.88,"142,000",2002,2021-08-16,4
11140,황학동,롯데캐슬,59.94,"95,000",2008,2021-08-11,23
11140,황학동,롯데캐슬,59.94,"91,200",2008,2021-08-28,19
11140,신당동,남산타운,114.88,"168,500",2002,2021-08-11,3
11140,황학동,한양I-Class,16.37,"12,000",2013,2021-08-14,16
11140,중림동,삼성사이버빌리지,59.7,"125,000",2001,2021-08-13,16
11140,묵정동,묵정,52.46,"50,000",1981,2021-08-20,6
11140,신당동,삼성,84.96,"127,800",1999,2021-08-07,13
11140,신당동,청구e편한세상,84.95,"149,500",2011,2021-08-14,7
11140,신당동,삼성,84.96,"107,000",1999,2021-08-14,2
11140,신당동,남산타운,59.94,"125,000",2002,2021-08-16,10
11140,신당동,약수(372-13),50.81,"29,800",1968,2021-08-21,3
11140,황학동,롯데캐슬,59.91,"95,800",2008,2021-08-02,30
11140,황학동,롯데캐슬,59.94,"92,800",2008,2021-08-21,12
11140,충무로5가,충무로엘크루메크로시티2차,35.55,"31,800",2016,2021-08-06,5
11140,황학동,황학동코아루,145.89,"97,000",2010,2021-08-20,15
11140,남대문로5가,남산트라팰리스,126.78,"162,000",2010,2021-08-07,4
11140,정동,삼정아트테라스정동,13.8874,"32,826",2020,2021-08-10,7
11140,충무로5가,충무로헤센스마트,21.04,"25,300",2018,2021-08-20,3
11140,인현동2가,인현상가/신성아파트,49.22,"30,000",1968,2021-08-18,9
11140,흥인동,동대문와이즈캐슬,15.55,"14,000",2014,2021-08-14,13
11140,신당동,신당푸르지오,114.48,"130,000",2005,2021-08-11,3
11140,신당동,남산타운,59.94,"123,000",2002,2021-08-12,18
11140,신당동,청구e편한세상,118.31,"173,000",2011,2021-08-12,3
11140,신당동,약수역더시티,18.86,"25,000",2021,2021-08-05,7
11140,신당동,신당푸르지오,84.39,"131,500",2005,2021-08-07,15
11140,충무로5가,충무로엘크루메크로시티2차,22.75,"22,000",2016,2021-08-09,15
11140,신당동,신당아르브,18.08,"15,000",2014,2021-08-17,4
11140,신당동,약수하이츠,84.88,"125,000",1999,2021-08-02,15
11140,순화동,바비엥3,82.91,"88,000",2006,2021-08-02,15
11140,황학동,롯데캐슬,84.97,"120,500",2008,2021-08-01,23
11140,회현동1가,SK리더스뷰남산,244.7,"370,000",2010,2021-08-01,29
11140,정동,정동,45.94,"62,500",1965,2021-08-08,1
11140,황학동,황학아크로타워,84.965,"118,000",2010,2021-08-02,13
11140,남대문로5가,남산트라팰리스,148.47,"200,000",2010,2021-09-15,9
11140,순화동,순화동더샵,84.9,"120,000",2007,2021-09-03,15
11140,신당동,약수역더시티,18.86,"26,500",2021,2021-09-21,7
11140,신당동,남산타운,84.88,"152,000",2002,2021-09-24,16
11140,신당동,삼성,59.97,"107,000",1999,2021-09-18,22
11140,황학동,위너빌(Winnervill),29.79,"34,100",2018,2021-09-15,7
11140,신당동,푸른마을(B),59.37,"20,800",2001,2021-09-15,3
11140,중림동,성요셉,49.59,"34,000",1971,2021-09-18,2
11140,황학동,위너빌(Winnervill),28.55,"35,150",2018,2021-09-15,8
11140,신당동,남산타운,59.94,"125,000",2002,2021-09-25,13
11140,중림동,삼성사이버빌리지,59.93,"130,000",2001,2021-09-28,17
11140,신당동,래미안하이베르,84.98,"137,000",2011,2021-09-14,13
11140,인현동2가,인현상가/신성아파트,86.71,"50,000",1968,2021-09-14,5
11140,남대문로5가,남산트라팰리스,148.47,"200,000",2010,2021-09-13,9
11140,신당동,신당푸르지오,84.39,"131,300",2005,2021-09-28,12
11140,회현동1가,남산롯데캐슬아이리스,33.81,"72,000",2011,2021-09-11,15
11140,황학동,롯데캐슬,59.91,"99,500",2008,2021-09-17,20
11140,황학동,롯데캐슬,59.94,"90,000",2008,2021-09-04,29
11140,신당동,약수하이츠,114.92,"161,500",1999,2021-09-14,9
11140,신당동,약수하이츠,57.63,"112,000",1999,2021-09-08,9
11140,신당동,신신(2차),59.04,"35,000",2001,2021-09-11,5
11140,신당동,남산타운,59.94,"125,000",2002,2021-09-06,17
11140,신당동,신당동파라다이스,59.9,"82,000",2000,2021-09-05,10
11140,황학동,한양I-Class,16.37,"12,000",2013,2021-09-10,16
11140,황학동,롯데캐슬,59.94,"89,500",2008,2021-09-04,20
11140,신당동,신당푸르지오,145.1,"160,000",2005,2021-09-10,6
11140,황학동,롯데캐슬,59.94,"89,000",2008,2021-09-04,19
11140,신당동,삼성,59.98,"110,000",1999,2021-09-11,17
11140,황학동,롯데캐슬,59.94,"99,000",2008,2021-09-11,31
11140,충무로4가,남산센트럴자이,80.473,"117,000",2009,2021-09-11,7
11140,충무로4가,진양상가,71.93,"47,000",1970,2021-09-09,10
11140,회현동1가,SK리더스뷰남산,122.7,"170,000",2010,2021-09-06,15
11140,신당동,남산타운,114.88,"170,000",2002,2021-09-02,13
11140,황학동,신당블루카운티,59.98,"65,000",2016,2021-09-07,4
11140,신당동,신신(1차),53.88,"20,700",2001,2021-09-02,3
11140,흥인동,동대문와이즈캐슬,15.55,"14,000",2014,2021-09-04,9
11140,신당동,초원,59.97,"34,000",1999,2021-10-28,3
11140,회현동1가,SK리더스뷰남산,205.62,"225,000",2010,2021-10-28,17
11140,신당동,래미안하이베르,84.98,"138,000",2011,2021-10-17,8
11140,황학동,롯데캐슬,59.91,"92,500",2008,2021-10-26,32
11140,오장동,오장동오팰리오,29.48,"44,000",2021,2021-10-16,10
11140,신당동,신당KCC스위첸,72.2733,"131,000",2019,2021-10-25,6
11140,신당동,남산타운,84.88,"153,000",2002,2021-10-14,13
11140,흥인동,청계천두산위브더제니스,92.1357,"148,000",2014,2021-10-23,17
